@RMU0044F92E64474A|00000015919966|2021-01-06 16:25:26.307.00000000
@RMU010BAA7E33FF4C|00000009506867|2021-01-06 16:25:26.307.00000000
@RMU010C128775C34E||2021-01-06 16:25:26.307.00000000
@RMU01623A5F3B7649|00000015919790|2021-01-06 16:25:26.307.00000000
@RMU02967DA574E94C|00000015919725|2021-01-06 16:25:26.307.00000000
@RMU02B52B4CA6EC49|00000015918030|2021-01-06 16:25:26.307.00000000
@RMU0668ABAA83754C|00000015920051|2021-01-06 16:25:26.307.00000000
@RMU0804F095A5D648|00000015919406|2021-01-06 16:25:26.307.00000000
@RMU097A41A0B30E46|00000015920101|2021-01-06 16:25:26.307.00000000
@RMU0A5972D4419144|00000015919706|2021-01-06 16:25:26.307.00000000
@RMU0EC7628F3FBA4E|00000015919579|2021-01-06 16:25:26.307.00000000
@RMU0F22794EA6FC40|00000000848462|2021-01-06 16:25:26.307.00000000
@RMU101A617164024B|00000015919963|2021-01-06 16:25:26.307.00000000
@RMU10440940954843|00000015920073|2021-01-06 16:25:26.307.00000000
@RMU10A7BE85BF3A4A|00000015917738|2021-01-06 16:25:26.307.00000000
@RMU10F46D95FFAB4E|00000015920067|2021-01-06 16:25:26.307.00000000
@RMU10FEBA54E1794B|00000015920071|2021-01-06 16:25:26.307.00000000
@RMU1118C7E18EAE4B|00000015916956|2021-01-06 16:25:26.307.00000000
@RMU125FE20EA1ED45|00000015919174|2021-01-06 16:25:26.307.00000000
@RMU169927DE34B941|00000015920098|2021-01-06 16:25:26.307.00000000
@RMU16D069D6EF5445|00000015920054|2021-01-06 16:25:26.307.00000000
@RMU16F3CC79E1264C|00000015914682|2021-01-06 16:25:26.307.00000000
@RMU1762CB44B55A4A|00000015920168|2021-01-06 16:25:26.307.00000000
@RMU1871B85BF3834D|00000015914911|2021-01-06 16:25:26.307.00000000
@RMU1A503687B8B944|00000015914682|2021-01-06 16:25:26.307.00000000
@RMU1B06E5279C7D4D|00000015920190|2021-01-06 16:25:26.307.00000000
@RMU1B2165AE8C244F|00000015919697|2021-01-06 16:25:26.307.00000000
@RMU1B5B37427B5049|00000015919879|2021-01-06 16:25:26.307.00000000
@RMU1C30548E76C74F|00000015913993|2021-01-06 16:25:26.307.00000000
@RMU1C47C235D24145|00000015915212|2021-01-06 16:25:26.307.00000000
@RMU1CBA801034F145|00000015919663|2021-01-06 16:25:26.307.00000000
@RMU1D91CA605C2B46|00000015915578|2021-01-06 16:25:26.307.00000000
@RMU1EE383A2819F42|00000015918161|2021-01-06 16:25:26.307.00000000
@RMU1F7D80701BE24F|00000015919153|2021-01-06 16:25:26.307.00000000
@RMU20042000000042|00000015906304|2021-01-06 16:25:26.307.00000000
@RMU20042300000048|00000015915821|2021-01-06 16:25:26.307.00000000
@RMU20042300000049||2021-01-06 16:25:26.307.00000000
@RMU20051400000002|00000008611753|2021-01-06 16:25:26.307.00000000
@RMU20051900000006||2021-01-06 16:25:26.307.00000000
@RMU20052200000015|00000015917737|2021-01-06 16:25:26.307.00000000
@RMU20060900000003|00000015917677|2021-01-06 16:25:26.307.00000000
@RMU20061200000008||2021-01-06 16:25:26.307.00000000
@RMU20061600000011|00000015917967|2021-01-06 16:25:26.307.00000000
@RMU20061700000014|00000015917969|2021-01-06 16:25:26.307.00000000
@RMU20062400000018||2021-01-06 16:25:26.307.00000000
@RMU20062500000019||2021-01-06 16:25:26.307.00000000
@RMU20071300000008||2021-01-06 16:25:26.307.00000000
@RMU20073000000010||2021-01-06 16:25:26.307.00000000
@RMU20073000000011||2021-01-06 16:25:26.307.00000000
@RMU20073000000012||2021-01-06 16:25:26.307.00000000
@RMU20081700000002|00000015918918|2021-01-06 16:25:26.307.00000000
@RMU20081800000003|00000015918921|2021-01-06 16:25:26.307.00000000
@RMU21BF6DC49E2C4C|00000015919756|2021-01-06 16:25:26.307.00000000
@RMU22FE774AE09C43|00000015920052|2021-01-06 16:25:26.307.00000000
@RMU246E57A715EF4A|00000015919653|2021-01-06 16:25:26.307.00000000
@RMU24AD9124F46149|00000015919638|2021-01-06 16:25:26.307.00000000
@RMU24E4BBEF7C064D|00000015919188|2021-01-06 16:25:26.307.00000000
@RMU252A0AA114B54C|00000015914682|2021-01-06 16:25:26.307.00000000
@RMU25F8B1430BB849|00000015919765|2021-01-06 16:25:26.307.00000000
@RMU26E449D46B9649|00000015918507|2021-01-06 16:25:26.307.00000000
@RMU27233A9D9DA94D|00000015919229|2021-01-06 16:25:26.307.00000000
@RMU28FF26F9738047|00000015919751|2021-01-06 16:25:26.307.00000000
@RMU2947A8E317EA4C|00000015914376|2021-01-06 16:25:26.307.00000000
@RMU2BCC79ABD04B48|00000015919174|2021-01-06 16:25:26.307.00000000
@RMU2DE1F306993742|00000015919717|2021-01-06 16:25:26.307.00000000
@RMU2F12D48E280E4A|00000015919713|2021-01-06 16:25:26.307.00000000
@RMU303D6D02496A42|00000015918161|2021-01-06 16:25:26.307.00000000
@RMU3240CA77308649|00000015919669|2021-01-06 16:25:26.307.00000000
@RMU33DE020CE2C641|00000015919405|2021-01-06 16:25:26.307.00000000
@RMU34ADDA08D85743|00000015919197|2021-01-06 16:25:26.307.00000000
@RMU359DBB180E5E41|00000015919446|2021-01-06 16:25:26.307.00000000
@RMU3626FC1AF52945|00000015919746|2021-01-06 16:25:26.307.00000000
@RMU38403B6DD96B4A||2021-01-06 16:25:26.307.00000000
@RMU38622828C4AD4D||2021-01-06 16:25:26.307.00000000
@RMU38ABB6EF3B794A|00000015918924|2021-01-06 16:25:26.307.00000000
@RMU391937033C9640|00000015919791|2021-01-06 16:25:26.307.00000000
@RMU3A9AD10CA11749|00000015919781|2021-01-06 16:25:26.307.00000000
@RMU3AA4808666DB4E|00000015920160|2021-01-06 16:25:26.307.00000000
@RMU3BE23242931343|00000015914682|2021-01-06 16:25:26.307.00000000
@RMU3C5EA49AC5E848|00000015919720|2021-01-06 16:25:26.307.00000000
@RMU3CF360C854DD45|00000015919813|2021-01-06 16:25:26.307.00000000
@RMU3DD1E869B11D40|00000015919812|2021-01-06 16:25:26.307.00000000
@RMU3E123DA817A94E|00000015919216|2021-01-06 16:25:26.307.00000000
@RMU3EE30106F98242|00000015920132|2021-01-06 16:25:26.307.00000000
@RMU3FF0DE8980084C|00000015918021|2021-01-06 16:25:26.307.00000000
@RMU40C25E4F5B7F4E|00000015908562|2021-01-06 16:25:26.307.00000000
@RMU41C3D77A0EAF4D|00000015919288|2021-01-06 16:25:26.307.00000000
@RMU41CCA56AA00848|00000015920144|2021-01-06 16:25:26.307.00000000
@RMU426C5F4C43CB46|00000015919600|2021-01-06 16:25:26.307.00000000
@RMU44B623C641BF43|00000015919847|2021-01-06 16:25:26.307.00000000
@RMU453B506004784B|00000015919753|2021-01-06 16:25:26.307.00000000
@RMU45CCEEDDB9E342|00000015919637|2021-01-06 16:25:26.307.00000000
@RMU45F50AEDCF1345|00000015920157|2021-01-06 16:25:26.307.00000000
@RMU49718D0A71794D|00000015914666|2021-01-06 16:25:26.307.00000000
@RMU4A02A2914E3F45|00000015919754|2021-01-06 16:25:26.307.00000000
@RMU4BBB183BDDFC44|00000015920066|2021-01-06 16:25:26.307.00000000
@RMU4D6021EEB30541|00000015919464|2021-01-06 16:25:26.307.00000000
@RMU4DC315EBCA4D49|00000015919550|2021-01-06 16:25:26.307.00000000
@RMU4F183472F38947|00000015919642|2021-01-06 16:25:26.307.00000000
@RMU502292742AF24B|00000015919984|2021-01-06 16:25:26.307.00000000
@RMU502F28F03F8049|00000015919151|2021-01-06 16:25:26.307.00000000
@RMU50A7B300FAFB42||2021-01-06 16:25:26.307.00000000
@RMU52379875D54647|00000015919687|2021-01-06 16:25:26.307.00000000
@RMU5247A78712B34C|00000015919246|2021-01-06 16:25:26.307.00000000
@RMU52719F208CC841|00000015920133|2021-01-06 16:25:26.307.00000000
@RMU552B8914E21448|00000015918924|2021-01-06 16:25:26.307.00000000
@RMU5557E128535B41|00000015919969|2021-01-06 16:25:26.307.00000000
@RMU5614BFA040B24E|00000015919614|2021-01-06 16:25:26.307.00000000
@RMU56912588A85143|00000015920161|2021-01-06 16:25:26.307.00000000
@RMU569B816C16854E|00000015920094|2021-01-06 16:25:26.307.00000000
@RMU56A9F0C0732A43|00000015919796|2021-01-06 16:25:26.307.00000000
@RMU577F2B1E3CED4F|00000015919657|2021-01-06 16:25:26.307.00000000
@RMU583D91A5404B42|00000015917904|2021-01-06 16:25:26.307.00000000
@RMU589CB526F2CA42|00000015919099|2021-01-06 16:25:26.307.00000000
@RMU58B854C7796844|00000015919848|2021-01-06 16:25:26.307.00000000
@RMU597B90D3F08449|00000015919872|2021-01-06 16:25:26.307.00000000
@RMU5B2D99AED97945|00000000750842|2021-01-06 16:25:26.307.00000000
@RMU5BC37FE3656545|00000015919627|2021-01-06 16:25:26.307.00000000
@RMU5C74628B712548|00000015914374|2021-01-06 16:25:26.307.00000000
@RMU5CA7E5D020E34B|00000015919089|2021-01-06 16:25:26.307.00000000
@RMU5D399E8C635A40|00000015919445|2021-01-06 16:25:26.307.00000000
@RMU5EB7AFEFE7DE45||2021-01-06 16:25:26.307.00000000
@RMU5F208430272540|00000015917738|2021-01-06 16:25:26.307.00000000
@RMU5F927D960C7345|00000015915212|2021-01-06 16:25:26.307.00000000
@RMU60BBB1B734D042|00000015919275|2021-01-06 16:25:26.307.00000000
@RMU63F73B26E1324B|00000015908766|2021-01-06 16:25:26.307.00000000
@RMU658507DCA9FB43|00000015919853|2021-01-06 16:25:26.307.00000000
@RMU66ECA9D2965E4E|00000015918161|2021-01-06 16:25:26.307.00000000
@RMU672D90225AC442|00000015919278|2021-01-06 16:25:26.307.00000000
@RMU67DE7A8D7A6C4B|00000015914682|2021-01-06 16:25:26.307.00000000
@RMU68B7E6CAF2AB45|00000015919444|2021-01-06 16:25:26.307.00000000
@RMU690F8D4EF34346|00000015919577|2021-01-06 16:25:26.307.00000000
@RMU6917B9CB0A2040|00000015920199|2021-01-06 16:25:26.307.00000000
@RMU698537FDA13E45|00000015920058|2021-01-06 16:25:26.307.00000000
@RMU6B12FC3ECFB042||2021-01-06 16:25:26.307.00000000
@RMU6D6C293B0C5A4E|00000015919617|2021-01-06 16:25:26.307.00000000
@RMU6DDC1BC348D542|00000015919558|2021-01-06 16:25:26.307.00000000
@RMU6DFB3CA6D9C042|00000015914680|2021-01-06 16:25:26.307.00000000
@RMU6E3F303FCC1D41|00000015918626|2021-01-06 16:25:26.307.00000000
@RMU6F37016CDA6B4E|00000015919683|2021-01-06 16:25:26.307.00000000
@RMU6FEA49CB0A6342|00000015919745|2021-01-06 16:25:26.307.00000000
@RMU7370A681085845|00000015920055|2021-01-06 16:25:26.307.00000000
@RMU73B70E6FE51A49|00000015919737|2021-01-06 16:25:26.307.00000000
@RMU744B9326DC334F|00000015919680|2021-01-06 16:25:26.307.00000000
@RMU7577DC6DFFB944|00000015919894|2021-01-06 16:25:26.307.00000000
@RMU75B3340B06C843|00000015919466|2021-01-06 16:25:26.307.00000000
@RMU7635BA291C1343|00000015919770|2021-01-06 16:25:26.307.00000000
@RMU763AA69E9AA440|00000015919823|2021-01-06 16:25:26.307.00000000
@RMU77665B28D24944|00000015919895|2021-01-06 16:25:26.307.00000000
@RMU78D1E42D917048|00000015918161|2021-01-06 16:25:26.307.00000000
@RMU7AD1FF7C266748||2021-01-06 16:25:26.307.00000000
@RMU7D47B54306514F|00000015919923|2021-01-06 16:25:26.307.00000000
@RMU7DC06EA5469E4E|00000010086263|2021-01-06 16:25:26.307.00000000
@RMU7FFF9752B4B642|00000015919893|2021-01-06 16:25:26.307.00000000
@RMU817D18F24FB944|00000015919075|2021-01-06 16:25:26.307.00000000
@RMU830AD2464E974F|00000015920180|2021-01-06 16:25:26.307.00000000
@RMU83B9DEFA4CB949|00000015920129|2021-01-06 16:25:26.307.00000000
@RMU861F403DB9F849|00000015919068|2021-01-06 16:25:26.307.00000000
@RMU866B74BBBCAA46|00000015919134|2021-01-06 16:25:26.307.00000000
@RMU8675B3ABABFE4B|00000015919255|2021-01-06 16:25:26.307.00000000
@RMU886B07CA7C7848|00000015919681|2021-01-06 16:25:26.307.00000000
@RMU88C13ACA322D42|00000015919436|2021-01-06 16:25:26.307.00000000
@RMU89DA279ED43647|00000010814471|2021-01-06 16:25:26.307.00000000
@RMU8AE8EEFF165F4F|00000015919858|2021-01-06 16:25:26.307.00000000
@RMU8AF9DC49C28F45|00000015919103|2021-01-06 16:25:26.307.00000000
@RMU8C1022960B0843|00000015919634|2021-01-06 16:25:26.307.00000000
@RMU8CE403818D1A45|00000003935166|2021-01-06 16:25:26.307.00000000
@RMU8DFBAED1C7D648|00000015920131|2021-01-06 16:25:26.307.00000000
@RMU8EDAAE7EF07046|00000015920059|2021-01-06 16:25:26.307.00000000
@RMU8FECAF29301C4E|00000015919445|2021-01-06 16:25:26.307.00000000
@RMU92D5696168F446|00000015918623|2021-01-06 16:25:26.307.00000000
@RMU95164439DD2441|00000015920079|2021-01-06 16:25:26.307.00000000
@RMU95226B2D67E04F|00000015919605|2021-01-06 16:25:26.307.00000000
@RMU95CF00FB717B48|00000015919704|2021-01-06 16:25:26.307.00000000
@RMU963BB7E8E6F14F|00000015919606|2021-01-06 16:25:26.307.00000000
@RMU96637E522D714B|00000015919748|2021-01-06 16:25:26.307.00000000
@RMU96AFDE09BF7843|00000015919071|2021-01-06 16:25:26.307.00000000
@RMU96B7A1C21C044E|00000015920134|2021-01-06 16:25:26.307.00000000
@RMU986F3A9BC4FB4F|00000015919845|2021-01-06 16:25:26.307.00000000
@RMU98BE096CE31C4D|00000015920078|2021-01-06 16:25:26.307.00000000
@RMU9919DD2C545C4A|00000015919174|2021-01-06 16:25:26.307.00000000
@RMU9BFB5EB2E32C48|00000015920127|2021-01-06 16:25:26.307.00000000
@RMU9DA892DED84E4E|00000015920189|2021-01-06 16:25:26.307.00000000
@RMU9E8140E256324A|00000015919069|2021-01-06 16:25:26.307.00000000
@RMU9ED6DD4DFFCA49|00000015914682|2021-01-06 16:25:26.307.00000000
@RMU9F3CA2CA43E948|00000015918161|2021-01-06 16:25:26.307.00000000
@RMU9FE996F494FE46|00000015920057|2021-01-06 16:25:26.307.00000000
@RMUA0804A1EAC4040|00000015920074|2021-01-06 16:25:26.307.00000000
@RMUA12C7B1198BB40|00000015919404|2021-01-06 16:25:26.307.00000000
@RMUA22D6A57C9CA40|00000015919465|2021-01-06 16:25:26.307.00000000
@RMUA24837FDE50A40|00000015919613|2021-01-06 16:25:26.307.00000000
@RMUA24963CF12904E|00000015919782|2021-01-06 16:25:26.307.00000000
@RMUA31FBB0C109746|00000015918161|2021-01-06 16:25:26.307.00000000
@RMUA492EDB479C447|00000015919749|2021-01-06 16:25:26.307.00000000
@RMUA50032883BFE49||2021-01-06 16:25:26.307.00000000
@RMUA52C5A7F67404A|00000015919925|2021-01-06 16:25:26.307.00000000
@RMUA5C60F8568624A|00000015919787|2021-01-06 16:25:26.307.00000000
@RMUA5EF5325F8A04A|00000015920068|2021-01-06 16:25:26.307.00000000
